lon,lat
-80.1247667,26.2378597
-94.0138393,41.3308237
-86.1336033,40.486427
-75.1652215,39.9525839
-104.990251,39.7392358
-74.0059728,40.7127753
-79.3831843,43.653226
-79.2997573,40.3339589
-120.7401385,47.7510741
-81.0558894,29.2858129
-91.9623327,30.9842977
-81.5157535,27.6648274
-84.3879824,33.7489954
-83.9207392,35.9606384
-87.5867598,30.2697033
-105.7820674,39.5500507
-88.2220372,43.1338972
-80.1917902,25.7616798
-73.9712488,40.7830603
-79.9857243,40.4409777
174.885971,-40.900557
-81.091203,32.0808989
-3.3821421,51.6858341
-75.3704579,40.6259316
-83.9207392,35.9606384
-74.0254281,40.7737939
-95.7243335,37.2321077
-82.9000751,32.1656221
-79.9310512,32.7764749
-84.7756364,43.5819086
-80.1917902,25.7616798
-80.4549026,38.5976262
-95.5824846,35.2873206
-87.6297982,41.8781136
-79.0192997,35.7595731
-82.907123,40.4172871
-80.6698286,32.4315813
-76.0488458,43.0481962
-84.3475876,46.4977115
-81.1637245,33.836081
-90.1994042,38.6270025
-120.5542012,43.8041334
-88.7878678,43.7844397
-115.1745559,36.1023715
-85.323214,51.253775
-73.087749,41.6032207
-74.0059728,40.7127753
-87.0611412,41.4730948
-83.0457538,42.331427
-86.5804473,35.5174913
-89.4131356,38.8922687
-104.990251,39.7392358
-7.6920536,53.1423672
-80.2644254,43.1393867
-93.2922989,37.2089572
-104.6091409,38.2544472
-71.2356113,42.3764852
-77.8577673,38.8648561
-95.9345034,41.2565369
-74.023593,40.2613515
-71.5723953,43.1938516
-83.0457538,42.331427
-85.6023643,44.3148443
-86.1349019,40.2671941
-96.9253004,35.3272928
-85.7584557,38.2526647
-119.4179324,36.778261
-79.0192997,35.7595731
-96.728333,43.5473028
-89.3985283,40.6331249
-79.9310512,32.7764749
-95.7243335,37.2321077
-75.1450614,39.9538089
-85.5872286,42.2917069
-111.8910474,40.7607793
-73.4529124,44.6994873
-81.5157535,27.6648274
-86.7816016,36.1626638
-119.4179324,36.778261
-83.718231,33.656228
-82.907123,40.4172871
-82.5306527,27.3364347
-77.1945247,41.2033216
-99.9018131,31.9685988
-73.9441579,40.6781784
-81.655651,30.3321838
-83.5378674,41.6528052
-76.6121893,39.2903848
0.4690888,51.7343313
-86.158068,39.768403
-81.5157535,27.6648274
-88.0809036,41.9575285
-81.5157535,27.6648274
-86.7828941,33.3393037
-92.4801989,44.0121221
-63.1310704,46.23824
-78.319747,44.309058
-73.9441579,40.6781784
-84.2700179,37.8393332
-81.5157535,27.6648274
-86.5263857,39.165325
-79.9958864,40.4406248
-91.8318334,35.20105
-78.8783689,42.8864468
-104.990251,39.7392358
-74.0266767,40.7353449
-92.2895948,34.7464809
-71.0999719,42.4802469
-84.5120196,39.1031182
-72.479037,41.8186802
-81.1637245,33.836081
-76.2510461,36.2946008
-80.3582261,27.2730492
-90.1994042,38.6270025
-91.6080974,41.739482
-86.7816016,36.1626638
-79.9958864,40.4406248
8.468946,60.472024
174.885971,-40.900557
19.145136,51.919438
-78.8783689,42.8864468
-77.0947092,38.984652
-87.6297982,41.8781136
-82.9000751,32.1656221
-81.3792365,28.5383355
-73.567256,45.5016889
-71.0588801,42.3600825
-0.1277583,51.5073509
-90.1994042,38.6270025
-95.712891,37.09024
-93.0275802,44.8759802
-90.1994042,38.6270025
-86.5804473,35.5174913
-108.5506486,39.0638705
-79.0500466,43.2472768
-79.9958864,40.4406248
-104.990251,39.7392358
-104.990251,39.7392358
-83.0457538,42.331427
-79.0192997,35.7595731
-90.1994042,38.6270025
-79.7990319,43.3255196
-94.513281,37.0842271
-85.754964,38.3981216
-66.4619164,46.5653163
-93.6001278,41.7317884
-82.907123,40.4172871
-91.7336846,35.2468204
-77.571382,40.5992395
-76.1474244,43.0481221
-119.4179324,36.778261
-77.0368707,38.9071923
-99.9018131,31.9685988
-82.8001026,27.9658533
-88.7878678,43.7844397
-77.297508,18.109581
-87.3594528,36.5297706
-122.4192308,37.7107269
-74.4056612,40.0583238
-88.0900762,41.8243831
-74.0059728,40.7127753
-77.6088465,43.1565779
-81.4914894,31.1499528
-94.3413168,34.0378916
-84.2700179,37.8393332
-86.5804473,35.5174913
-87.5000412,41.5833688
-119.4179324,36.778261
-80.3449929,25.8096767
-84.3879824,33.7489954
-77.2538699,38.9987208
-84.3879824,33.7489954
-93.0899578,44.9537029
-76.8867008,40.2731911
-75.1652215,39.9525839
-89.3985283,40.6331249
-74.4056612,40.0583238
-79.9958864,40.4406248
-84.3879824,33.7489954
-95.7243335,37.2321077
-86.158068,39.768403
-83.7430378,42.2808256
-89.3985283,32.3546679
-89.3985283,40.6331249
-66.063308,45.2733153
-119.4179324,36.778261
-94.6858998,46.729553
-73.9968051,40.9406541
-74.6829363,39.9720578
-71.0588801,42.3600825
-78.8783689,42.8864468
-84.5120196,39.1031182
-119.4179324,36.778261
-64.639968,18.420695
-73.5491361,52.9399159
-76.4932748,42.2097963
-87.6297982,41.8781136
-77.0947092,38.984652
-95.992775,36.1539816
-76.6412712,39.0457549
-79.3831843,43.653226
-114.7420408,44.0682019
-84.3879824,33.7489954
-71.0588801,42.3600825
-80.0533746,26.7153424
-75.1694502,39.9256138
-73.567256,45.5016889
-78.7989124,38.6131746
-95.6116818,36.9873679
-86.7816016,36.1626638
-73.9844575,40.7440667
133.775136,-25.274398
-71.5723953,43.1938516
-85.6023643,44.3148443
-74.0059728,40.7127753
-74.0059728,40.7127753
-82.907123,40.4172871
-91.8318334,37.9642529
-120.5542012,43.8041334
-91.6656232,41.9778795
-99.9018131,31.9685988
-82.7637127,28.0780718
-82.4571776,27.950575
-89.0187222,42.6827885
-87.6297982,41.8781136
-73.2006639,41.2428563
-74.4056612,40.0583238
-79.6441198,43.5890452
-73.1331651,41.1845415
-86.0085955,40.0455917
-82.5187629,37.4792672
-72.8305154,41.8096201
-87.6297982,41.8781136
-95.712891,37.09024
-77.2405153,38.9085472
-74.4056612,40.0583238
-76.2874927,36.7682088
-88.8139469,35.6145169
-94.6858998,46.729553
-77.0368707,38.9071923
-77.0368707,38.9071923
-89.6889967,41.7797533
-88.5667036,34.6581596
-93.6249593,41.5868353
-78.6568942,37.4315734
-80.1917902,25.7616798
-83.9207392,35.9606384
-2.6103158,53.2326344
-79.3831843,43.653226
-87.6297982,41.8781136
-95.712891,37.09024
-73.9417735,40.6872176
-61.370976,15.414999
-71.0588801,42.3600825
-87.6297982,41.8781136
-79.3831843,43.653226
-71.0588801,42.3600825
-76.6412712,39.0457549
-82.907123,40.4172871
-74.0059728,40.7127753
-85.6602058,30.1588129
-77.0368707,38.9071923
-86.7816016,36.1626638
-82.1370889,38.8445251
-86.7816016,36.1626638
-106.6630437,35.2327544
-79.3831843,43.653226
-82.5618186,36.548434
-97.4867028,35.3395079
-86.158068,39.768403
-119.4179324,36.778261
-86.1349019,40.2671941
-83.3088167,42.0023594
-73.6329041,45.5419989
-90.5151342,41.5067003
-86.8103567,33.5185892
-80.1070333,33.0473929
-74.0059728,40.7127753
-103.3496092,20.6596988
-71.3824374,42.4072107
-79.3831843,43.653226
-81.3081226,28.6988853
-75.1652215,39.9525839
-85.0588575,41.3669942
-82.907123,40.4172871
-79.9958864,40.4406248
-89.3985283,40.6331249
-105.2551187,54.5259614
-78.8783689,42.8864468
-86.158068,39.768403
-82.9824019,39.3331197
-80.1917902,25.7616798
-66.4619164,46.5653163
-79.0192997,35.7595731
-86.2483921,43.2341813
-98.4842465,39.011902
-86.5804473,35.5174913
-74.0059728,40.7127753
-73.0001068,40.8175985
-84.2135309,33.9412127
-73.087749,41.6032207
-87.6297982,41.8781136
-82.8479074,38.6177995
-73.9441579,40.6781784
-75.9179738,42.0986867
-82.4571776,27.950575
-84.2700179,37.8393332
-80.365865,26.190096
-80.5204096,43.4642578
-77.297508,18.109581
-86.5263857,39.165325
-73.9663536,40.7128324
-79.9414266,37.2709704
-87.6297982,41.8781136
-72.5198537,42.3732216
-75.1652215,39.9525839
-89.3985283,40.6331249
-91.9623327,30.9842977
-88.8183872,33.4503998
-82.9702266,38.8745707
-93.4729712,37.0303327
-110.7624282,43.4799291
-87.6297982,41.8781136
-77.4605399,38.3031837
-79.9558968,39.629526
-119.4179324,36.778261
-95.650814,35.9517674
-95.9345034,41.2565369
-97.5164276,35.4675602
-0.0807119,51.6522994
-78.8783689,42.8864468
-86.158068,39.768403
-71.3824374,42.4072107
-95.7243335,37.2321077
-74.0059728,40.7127753
-78.6381787,35.7795897
8.227512,46.818188
-83.9704593,35.7564719
-74.0059728,40.7127753
-84.5588311,38.2097967
-84.2700179,37.8393332
-81.3792365,28.5383355
-77.297508,18.109581
-102.4040252,21.0297575
-92.3340724,38.9517053
-74.4056612,40.0583238
-75.1652215,39.9525839
-74.0059728,40.7127753
-90.406785,38.5833862
-86.7816016,36.1626638
-87.8211854,42.5847425
-85.1646726,34.257038
-74.0131196,40.7118011
-94.1288141,36.1867442
-86.5267292,39.1703509
-119.4179324,36.778261
-91.8318334,35.20105
-87.6297982,41.8781136
-88.7878678,43.7844397
-77.1945247,41.2033216
-74.0059728,40.7127753
-73.9441579,40.6781784
-85.3096801,35.0456297
-87.6297982,41.8781136
-73.4887288,43.2506139
-75.6971931,45.4215296
-75.7496572,39.6837226
-87.6297982,41.8781136
-63.588653,-16.290154
-95.9345034,41.2565369
-95.992775,36.1539816
-91.8318334,37.9642529
-95.712891,37.09024
-66.58973,6.42375
-73.7562317,42.6525793
-82.9000751,32.1656221
-86.7816016,36.1626638
-80.085059,42.1292241
-74.0059728,40.7127753
-106.650422,35.0843859
-94.479976,39.3176186
-86.250822,39.792738
-73.9441579,40.6781784
-1.304734,50.6938479
-77.0368707,38.9071923
-74.0059728,40.7127753
-92.4801989,44.0121221
-89.3985283,32.3546679
-82.907123,40.4172871
-75.0637746,42.4528571
-81.1637245,33.836081
-82.4571776,27.950575
-87.6297982,41.8781136
-99.9018131,31.9685988
-80.1917902,25.7616798
-95.7243335,37.2321077
-80.4549026,38.5976262
-77.2497049,38.6581722
-81.9934581,37.8487147
-63.744311,44.6819866
-99.9018131,31.9685988
-77.0368707,38.9071923
133.775136,-25.274398
-79.9310512,32.7764749
-72.66898,42.266757
-87.6297982,41.8781136
-85.8902547,38.9592201
-73.9441579,40.6781784
133.775136,-25.274398
-81.3792365,28.5383355
-84.3879824,33.7489954
-99.9018131,31.9685988
-86.5263857,39.165325
-87.6695529,42.010636
-80.244216,36.0998596
-85.1455036,33.7212179
-120.7401385,47.7510741
-73.9805417,40.7634378
-82.2542834,34.7370639
-78.7440921,42.7675323
-95.8770069,36.2209525
-71.0588801,42.3600825
-79.5394625,43.8430176
-76.4921829,38.9784453
-93.2650108,44.977753
-95.2352501,38.9716689
-99.9018131,31.9685988
-84.4113366,39.8367207
-99.9018131,31.9685988
-82.9000751,32.1656221
-74.9060053,38.9351125
-115.1745559,36.1023715
-63.5752387,44.6487635
-79.0192997,35.7595731
-88.0683955,41.6986416
-91.8318334,35.20105
-74.0059728,40.7127753
-74.0059728,40.7127753
-77.0098896,38.9289408
-93.2650108,44.977753
-99.9018131,31.9685988
-81.655651,30.3321838
-71.3824374,42.4072107
-81.4503924,41.6539359
-73.963421,40.677064
-99.9018131,31.9685988
-63.744311,44.6819866
-104.990251,39.7392358
-81.1637245,33.836081
-112.4506191,42.8621042
-111.0937311,34.0489281
-75.5276699,38.9108325
-73.9464769,40.8115504
-119.4179324,36.778261
-85.7584557,38.2526647
-89.3985283,40.6331249
-104.990251,39.7392358
-79.9558968,39.629526
-86.1066526,39.6136578
-77.2716505,38.7934466
-77.4360481,37.5407246
-89.640658,40.5675388
-86.1349019,40.2671941
-90.3718673,40.9418892
-79.9310512,32.7764749
-81.5157535,27.6648274
-86.9211946,40.4237054
-115.1745559,36.1023715
-79.3831843,43.653226
-86.0549863,39.4806055
-74.0253715,40.7663711
-95.992775,36.1539816
4.469936,50.503887
-97.5164276,35.4675602
-76.7966215,42.9106219
-74.0059728,40.7127753
-82.3248262,29.6516344
-81.5157535,27.6648274
-81.9320482,34.9495672
-81.6326234,38.3498195
-94.5785667,39.0997265
-84.763544,43.969752
-86.5861037,34.7303688
-76.6412712,39.0457549
-79.3831843,43.653226
-75.9875219,36.8549412
-73.134961,40.789142
-79.7624177,43.7315479
-74.0059728,40.7127753
-76.6412712,39.0457549
-96.9531225,35.3113187
-81.5157535,27.6648274
-81.5190053,41.0814447
-86.7816016,36.1626638
-119.4179324,36.778261
-74.0059728,40.7127753
-79.3831843,43.653226
-111.7699379,41.2607744
-84.2700179,37.8393332
-81.5157535,27.6648274
-92.4421011,35.0886963
-73.9874105,40.7446072
-86.4466599,36.3883809
-81.1025918,37.3662293
-77.4605399,38.3031837
-111.8910474,40.7607793
-63.744311,44.6819866
-84.2700179,37.8393332
-70.2568189,43.6590993
-75.1623841,39.9490387
-82.4012642,40.0581205
-93.2650108,44.977753
-97.4394777,35.2225668
-82.907123,40.4172871
-84.3879824,33.7489954
-87.6297982,41.8781136
-71.3824374,42.4072107
-81.5157535,27.6648274
-115.1398296,36.1699412
-93.0899578,44.9537029
-79.3831843,43.653226
-84.3879824,33.7489954
-76.1874279,40.0876218
-71.1097335,42.3736158
-75.1652215,39.9525839
-96.0702731,35.7425976
-72.0995209,41.3556539
-73.134961,40.789142
-76.2874927,36.7682088
-77.0368707,38.9071923
-74.0059728,40.7127753
-83.9207392,35.9606384
-74.0059728,40.7127753
-71.2464591,46.7382265
-119.4179324,36.778261
-84.2807329,30.4382559
-84.3879824,33.7489954
-86.5804473,35.5174913
-81.5157535,27.6648274
-74.0059728,40.7127753
-105.0813734,39.7047095
-74.4056612,40.0583238
-99.9018131,31.9685988
-7.6920536,53.1423672
-75.977985,36.8529263
-72.9223431,41.3163244
-119.4179324,36.778261
-93.1257723,44.7394103
-95.9345034,41.2565369
-73.1479068,44.5439375
-71.0119948,42.4084302
-79.1096901,40.6850762
-63.5752387,44.6487635
-82.3940104,34.8526176
-86.902298,32.3182314
-74.0059728,40.7127753
-79.9958864,40.4406248
133.775136,-25.274398
-93.6001278,41.7317884
-80.1917902,25.7616798
-91.9623327,30.9842977
-80.1300455,25.790654
-106.3251749,42.8500769
-79.0192997,35.7595731
-82.3248262,29.6516344
-95.7150582,37.0901287
-91.8318334,37.9642529
-84.4013462,42.245869
-99.9018131,31.9685988
-74.4056612,40.0583238
-93.7782689,38.3686324
-70.8967155,42.51954
-76.8720961,38.7849211
-77.6536125,37.0769043
38.996815,34.802075
-96.992567,33.456181
-82.9000751,32.1656221
-93.6319131,42.0307812
-84.2946539,37.7478572
-73.9441579,40.6781784
-82.0105148,33.4734978
-83.7507315,42.6315066
-91.6656232,41.9778795
-85.7584557,38.2526647
-75.266289,40.1523309
-77.0368707,38.9071923
-77.6088465,43.1565779
-84.4592701,44.7724906
-78.6381787,35.7795897
-95.712891,37.09024
-84.3879824,33.7489954
-95.7243335,37.2321077
-81.8538669,41.4057985
-91.7336846,35.2468204
-77.297508,18.109581
-81.8723084,26.640628
-87.6297982,41.8781136
-74.4056612,40.0583238
-75.5276699,38.9108325
-84.5120196,39.1031182
-111.8910474,40.7607793
-74.0059728,40.7127753
-80.0053176,35.9556923
-76.8844101,40.9645293
-82.9195514,42.5868882
-74.0059728,40.7127753
-84.2946539,37.7478572
-77.0368707,38.9071923
-96.5024916,33.8531568
-119.4179324,36.778261
-89.4012302,43.0730517
-73.9441579,40.6781784
-88.7878678,43.7844397
-88.7878678,43.7844397
-77.1945247,41.2033216
-98.6686709,33.9514847
-95.7150582,37.0901287
-81.3792365,28.5383355
-81.0228331,29.2108147
-84.2700179,37.8393332
-95.9345034,41.2565369
-77.3063733,38.8462236
-99.9018131,41.4925374
-95.7243335,37.2321077
-91.9623327,30.9842977
-83.0775771,42.3698975
-99.9018131,41.4925374
-86.1089301,42.7875235
-80.4234167,37.2283843
-82.2084804,39.7139578
-74.3152408,40.5360104
-82.0901088,35.0470617
-86.902298,32.3182314
-73.9441579,40.6781784
-86.7816016,36.1626638
-82.0967857,33.3140311
-86.9352842,34.4434282
-77.4108201,39.6237094
-82.4571776,27.950575
-104.990251,39.7392358
-84.0199108,33.857328
-86.1066526,39.6136578
-77.3733139,37.6087561
-82.9987942,39.9611755
-90.1994042,38.6270025
-84.7721702,37.6456329
-76.6412712,39.0457549
-74.0059728,40.7127753
-86.39027,35.8456213
-87.220312,37.697793
-93.2650108,44.977753
-82.907123,40.4172871
-76.6412712,39.0457549
-78.8783689,42.8864468
-91.8318334,37.9642529
-75.3878525,39.907793
-87.6297982,41.8781136
-89.3985283,40.6331249
-123.7674293,39.226347
-84.3879824,33.7489954
-87.6297982,41.8781136
-93.2922989,37.2089572
-74.0059728,40.7127753
-81.6187178,34.2745833
-115.1560309,36.147247
-88.8442674,42.2639098
-91.8318334,35.20105
-77.1945247,41.2033216
-119.4179324,36.778261
-94.5785667,39.0997265
-71.0588801,42.3600825
-73.134961,40.789142
8.468946,60.472024
-84.3879824,33.7489954
-87.6297982,41.8781136
-82.9987942,39.9611755
-87.6297982,41.8781136
-76.7268968,42.0161851
-91.8318334,37.9642529
-72.6733723,41.7658043
-74.0059728,40.7127753
-86.4466599,36.3883809
-83.0457538,42.331427
-82.907123,40.4172871
-83.9207392,35.9606384
-74.0059728,40.7127753
-88.1535352,41.7508391
-81.5157535,27.6648274
-87.6297982,41.8781136
-86.1349019,40.2671941
-79.3831843,43.653226
-77.0469214,38.8048355
-83.1140771,40.0992294
-83.7049498,42.7978061
-73.134961,40.789142
-74.0059728,40.7127753
-79.0192997,35.7595731
-92.4890469,34.5959265
-88.0624894,42.4806426
-74.0059728,40.7127753
-82.9987942,39.9611755
-82.0037608,28.927019
-86.7816016,36.1626638
-81.3792365,28.5383355
-73.0889973,41.3206523
-104.990251,39.7392358
-83.9207392,35.9606384
-96.6699273,39.1371223
-82.9987942,39.9611755
8.468946,60.472024
-86.158068,39.768403
-120.7401385,47.7510741
-105.2705456,40.0149856
-104.7091322,40.4233142
-83.1346478,42.4605917
-88.3200715,41.7605849
-87.6297982,41.8781136
-90.1994042,38.6270025
-86.158068,39.768403
-119.4179324,36.778261
-68.4408805,46.42166
-89.3985283,40.6331249
-87.9089204,39.0019867
-119.4179324,36.778261
-82.907123,40.4172871
-70.934205,41.6362152
-79.9558968,39.629526
-78.6381787,35.7795897
-88.2433829,40.1164204
-89.3985283,40.6331249
-77.297508,18.109581
-73.087749,41.6032207
-99.9018131,31.9685988
-119.4179324,36.778261
-88.7033859,34.2576066
-73.9906848,41.9763982
-77.3860976,38.9695545
-87.6297982,41.8781136
-79.9414266,37.2709704
-74.0059728,40.7127753
-74.0059728,40.7127753
-106.0383518,39.4816537
-89.6501481,39.7817213
-76.6121893,39.2903848
-77.5049863,37.3770935
-77.3663538,35.612661
-74.0059728,40.7127753
-86.5804473,35.5174913
-89.0389956,42.3472406
-92.3425775,42.492786
-95.712891,37.09024
-95.712891,37.09024
-82.9987942,39.9611755
-76.6121893,39.2903848
-98.4842465,39.011902
